xcoord (m)	temperature (K)	B_field (T)
2.249415359728108132e+00	4.500087662002700384e+00	0.000000000000000000e+00
2.291114506409880125e+00	4.500089393865494003e+00	0.000000000000000000e+00
2.332813653091651673e+00	4.500091125481691101e+00	0.000000000000000000e+00
2.374512799773423666e+00	4.500092856963742172e+00	0.000000000000000000e+00
2.416211946455195214e+00	4.500094588246273730e+00	0.000000000000000000e+00
2.457911093136967207e+00	4.500096319427816738e+00	0.000000000000000000e+00
2.499610239818738755e+00	4.500098050445240361e+00	0.000000000000000000e+00
2.541309386500510747e+00	4.500099781381528885e+00	0.000000000000000000e+00
2.583008533182282296e+00	4.500101512166770235e+00	0.000000000000000000e+00
2.624707679864054288e+00	4.500103242839776030e+00	0.000000000000000000e+00
2.666406826545825837e+00	4.500104973238182815e+00	0.000000000000000000e+00
2.708105973227597829e+00	4.500106703104728822e+00	0.000000000000000000e+00
2.749805119909369377e+00	4.500108431443285539e+00	0.000000000000000000e+00
2.791504266591140926e+00	4.500110155521003463e+00	0.000000000000000000e+00
2.833203413272912918e+00	4.500111867115608177e+00	0.000000000000000000e+00
2.874902559954684911e+00	4.500113542211559903e+00	0.000000000000000000e+00
2.916601706636456459e+00	4.500115110625591441e+00	0.000000000000000000e+00
2.958300853318228008e+00	4.500116359213156336e+00	0.000000000000000000e+00
3.000000000000000000e+00	4.500116845464910753e+00	0.000000000000000000e+00
