xcoord (m)	temperature (K)	B_field (T)
2.583008533182282296e+00	4.500101491151221822e+00	0.000000000000000000e+00
2.624707679864054288e+00	4.500103221826319277e+00	0.000000000000000000e+00
2.666406826545825837e+00	4.500104952227810706e+00	0.000000000000000000e+00
2.708105973227597829e+00	4.500106682097724686e+00	0.000000000000000000e+00
2.749805119909369377e+00	4.500108410443917073e+00	0.000000000000000000e+00
2.791504266591140926e+00	4.500110134539117901e+00	0.000000000000000000e+00
2.833203413272912918e+00	4.500111846184617015e+00	0.000000000000000000e+00
2.874902559954684911e+00	4.500113521422211882e+00	0.000000000000000000e+00
2.916601706636456459e+00	4.500115090252544192e+00	0.000000000000000000e+00
2.958300853318228008e+00	4.500116340285746475e+00	0.000000000000000000e+00
3.000000000000000000e+00	4.500116826915588675e+00	0.000000000000000000e+00
